listing_key,ticker,exchange,current_name,twelvedata_name,validation_status,recommended_next_action,rejection_reason,review_batch
NASDAQ::MCHPP,MCHPP,NASDAQ,Microchip Technology Incorporated,MICROCHIP TECHNOLOGY DEP SHS REPSTG 1/20TH PFD CONV SER A,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::PFSA,PFSA,NASDAQ,"Profusa, Inc. Common Stock","Profusa, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SWMR,SWMR,NASDAQ,"Swarmer, Inc Common Stock","Swarmer, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::VBIX,VBIX,NASDAQ,Viewbix Inc. Common Stock,Viewbix Inc.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::ANGPY,ANGPY,OTC,Valterra Platinum Limited,Anglo American Platinum Limited Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::WEDXF,WEDXF,OTC,The Westaim Corporation,The Westaim Corporation Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::TLNC,TLNC,NASDAQ,Talon Capital Corp. Class A Ordinary Shares,Talon Capital Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::XSLL,XSLL,NASDAQ,Xsolla SPAC 1 Class A Ordinary Shares,Xsolla SPAC 1,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ECWDF,ECWDF,OTC,EC World REIT,EC World Real Estate Investment Trust,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MEDE,MEDE,OTC,MEDecision Inc,MedeAnalytics Inc.,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::SKTPP,SKTPP,OTC,Skytop Lodge Corporation,Skytop Lodge Corporation Preferred 7% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::PSBXP,PSBXP,OTC,PS Business Parks Inc.,PS Business Parks Inc. 5.25% Perpetual Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::XRX,XRX,NASDAQ,Xerox Corp,Xerox Holdings Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::BENF,BENF,NASDAQ,Beneficient Class A Common Stock,Beneficient Group L.P.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::BPRN,BPRN,NASDAQ,Bank Of Princeton,"Princeton Bancorp, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::CRGO,CRGO,NASDAQ,Freightos Limited Ordinary shares,Freightos Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PLRZ,PLRZ,NASDAQ,Polyrizon Ltd. Ordinary Shares,Polyrizon Ltd,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::KB,KB,NYSE,KB Financial Group Inc,KB Financial Group Inc. - Depositary Receipt (Common Stock),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::RWRDP,RWRDP,OTC,iConsumer Corp,ICONSUMER Corp. Preferred Stock,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::THFWF,THFWF,OTC,FW Thorpe Plc,F.W. Thorpe Public Limited Company,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::PSBYP,PSBYP,OTC,PS Business Parks Inc.,PS Business Parks Inc. Preferred Stock 5.2% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::BLLN,BLLN,NASDAQ,"BillionToOne, Inc. Class A Common Stock","BillionToOne, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::RYOJ,RYOJ,NASDAQ,"rYojbaba Co., Ltd. Common Shares","rYojbaba Co., Ltd.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::TTAN,TTAN,NASDAQ,"ServiceTitan, Inc. Class A Common Stock","ServiceTitan, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::ITUB,ITUB,NYSE,Itau Unibanco Banco Holding SA,Itaú Unibanco Holding S.A. Sponsored Preferred ADR,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::SKY,SKY,NYSE,"Champion Homes, Inc.",Skyline Champion Corporation,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::BKPKF,BKPKF,OTC,Bank Pekao S.A./ADR,Bank Polska Kasa Opieki S.A.,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::EEX,EEX,NYSE,Emerald Expositions Events Inc,Emerald Holding Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::ZEPP,ZEPP,NYSE,Zepp Health Corp,Zepp Health Corp. Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CUTLF,CUTLF,OTC,Canadian Utilities Limited,Canadian Utilities Ltd. Preferred Stock 5.25% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::ESCSQ,ESCSQ,OTC,Escalera Resources Co,Escalera Resources Co Preferred Stock 9.25% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::FNEDF,FNEDF,OTC,FASTNED B V,Fastned B.V. - Depositary Receipt,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::MNQFF,MNQFF,OTC,Manulife Financial Corp,Manulife Financial Corporation Perpetual Preferred Stock 4.65%,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::ODYY,ODYY,OTC,"Odyssey Health, Inc.",Odyssey Group International Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::TTYP,TTYP,OTC,Trinity Petroleum Trust,Trinity Industries Inc.,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::UEPEP,UEPEP,OTC,Union Electric Company,Union Electric Co. Preferred Stock 4.56% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::ECX,ECX,NASDAQ,ECARX Holdings Inc. Class A Ordinary shares,Ecarx Holdings Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::NN,NN,NASDAQ,Nextnav Acquisition Corp,NextNav Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::PLBL,PLBL,NASDAQ,Polibeli Group Ltd Class A Ordinary Shares,Polibeli Group Ltd,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SLMT,SLMT,NASDAQ,Brera Holdings PLC,Brera Holdings PLC Class B Ordinary Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::VNET,VNET,NASDAQ,VNET Group Inc DRC,VNET Group Inc. American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::XCBE,XCBE,NASDAQ,X3 Acquisition Corp. Ltd. Class A Ordinary Shares,X3 Acquisition Corp. Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::IX,IX,NYSE,Orix Corp Ads,Orix Corporation Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::MAGN,MAGN,NYSE,Magnera Corp placeholder,Magnera Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::KGKG,KGKG,OTC,Kona Gold Solutions Inc,Kona Gold Beverage Inc.,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::LOT,LOT,NASDAQ,Lotus Technology Inc.,Lotus Technology Inc. American Depositary Shares,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::PTRN,PTRN,NASDAQ,Pattern Group Inc. Series A Common Stock,Pattern Group Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::RWTP,RWTP,NYSE,"Redwood Trust, Inc.",Redwood Trust Inc. 9.125% Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::FRCHL,FRCHL,OTC,First Republic Bank,First Republic Bank Preferred Stock 5.125% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::GMAB,GMAB,NASDAQ,Genmab AS,Genmab A/S Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::ZIONP,ZIONP,NASDAQ,Zions Bancorporation National Association,Zions Bancorporation N.A. Preferred Stock 5.37372% Perpetual,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::ONL,ONL,NYSE,Orion Properties Inc.,Orion Office REIT Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::UEPEN,UEPEN,OTC,Union Electric Company,Union Electric Co. Preferred Stock 3.5% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::UEPEO,UEPEO,OTC,Union Electric Company,Union Electric Co. Preferred Stock 4.5% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::VLKPF,VLKPF,OTC,Volkswagen AG VZO O.N.,Volkswagen AG Preferred Stock,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::MBINN,MBINN,NASDAQ,Merchants Bancorp,Merchants Bancorp 6% Perpetual Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::JBAXY,JBAXY,OTC,Julius Baer Group Ltd,Julius Baer Group Ltd. American Depositary Receipt,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::LLOBF,LLOBF,OTC,Lloyds Banking Group plc 9.25% NON-CUM IRR PRF SHS GBP0.25,Lloyds Banking Group plc,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
OTC::TKECY,TKECY,OTC,Tokyo Electric Power Co,"Tokyo Electric Power Company Holdings, Inc. Unsponsored ADR",ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::AILIN,AILIN,OTC,Ameren Illinois Company,Ameren Illinois Co Preferred Stock 4.42% Perpetual,no_second_source_name_match,needs_more_second_source_evidence,no_provider_supplied_usable_matching_name,batch_a_us_core
NASDAQ::AYTU,AYTU,NASDAQ,Aytu BioScience Inc,Aytu BioPharma Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::CARL,CARL,NASDAQ,"Carlsmed, Inc. Common Stock","Carlsmed, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::LQDA,LQDA,NASDAQ,Liquidia Technologies Inc,Liquidia Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::NEOV,NEOV,NASDAQ,NeoVolta Inc. Common Stock,Neovolta Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::NUTR,NUTR,NASDAQ,Nusatrip Incorporated Common Stock,NusaTrip Incorporated,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SCWO,SCWO,NASDAQ,374Water Inc. Common Stock,374Water Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SHIM,SHIM,NASDAQ,Shimmick Corporation Common Stock,Shimmick Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::SOWG,SOWG,NASDAQ,Sow Good Inc. Common Stock,Sow Good Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::ZBAO,ZBAO,NASDAQ,Zhibao Technology Inc. Class A Ordinary Shares,Zhizao Technology Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::RAL,RAL,NYSE,Ralliant Corporation Common Stock,Ralliant Corporation,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::VOLAF,VOLAF,OTC,AB Volvo (publ),Volvo AB Class A,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::FLD,FLD,NASDAQ,"Fold Holdings, Inc. Class A Common Stock","Fold Holdings, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
