ticker,exchange,confidence,reason
PIM,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
PKST,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
PMM,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
PMO,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
PNFP-PR-A,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
PNFP-PR-B,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
PNFP-PR-C,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
PPT,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
PUGBY,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCPK rather than the current exchange, indicating the current listing is stale."
PX,NYSE,0.95,"Rename PX->RPC (Ridgepost Capital, Inc.): new ticker already present with same ISIN US69376K1060; this stale old-ticker row is a duplicate. Source: stockanalysis symbol-changes feed, verified."
QS,NYSE,0.96,"Yahoo Finance resolves this symbol to NasdaqGS rather than the current exchange, indicating the current listing is stale."
QVCC,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: QVC, Inc. 6.250% Senior Secured Notes due 2068"
RA,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RBOT,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCQB rather than the current exchange, indicating the current listing is stale."
RBSTF,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
RCB,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RGFC,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCPK rather than the current exchange, indicating the current listing is stale."
RGS,NYSE,0.96,"Yahoo Finance resolves this symbol to NasdaqGM rather than the current exchange, indicating the current listing is stale."
RMM,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RMMZ,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RMT,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RSHGY,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCPK rather than the current exchange, indicating the current listing is stale."
RVT,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RWTN,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RWTO,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
RYI,NYSE,0.95,"Rename RYI->RYZ (Ryerson Holding Corporation): new ticker already present with same ISIN US7837541041; this stale old-ticker row is a duplicate. Source: stockanalysis symbol-changes feed, verified."
RZB,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SAC-UN,NYSE,0.95,"US delisting-staleness audit 2026-06-19: noncommon (absent from current NASDAQ Trader master, web+adversarial verified)"
SAV,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: Saratoga Investment Corp 7.50% Notes due 2031"
SBXE-U,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
SBXE-UN,NYSE,0.95,"US delisting-staleness audit 2026-06-19: noncommon (absent from current NASDAQ Trader master, web+adversarial verified)"
SBXE-WS,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
SEE,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
SEMR,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
SFUNY,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCPK rather than the current exchange, indicating the current listing is stale."
SHMXY,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCPK rather than the current exchange, indicating the current listing is stale."
SOJC,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SOJD,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SOJE,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SOR,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SPMC,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SPME,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
SRJN,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: Spire Inc. 6.375% Junior Subordinated Notes due 2086"
STEW,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TBB,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TCPA,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085"
TFSA,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TGNA,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
THR,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
TPH,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
TRAD-UN,NYSE,0.95,"US delisting-staleness audit 2026-06-19: noncommon (absent from current NASDAQ Trader master, web+adversarial verified)"
TVE,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TY,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TYG,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
TYHOY,NYSE,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCPK rather than the current exchange, indicating the current listing is stale."
UAC-UN,NYSE,0.95,"US delisting-staleness audit 2026-06-19: noncommon (absent from current NASDAQ Trader master, web+adversarial verified)"
UNMA,NYSE,0.95,OpenFIGI securityType=Preferred Stock; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
UWMC-WS,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
UZD,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: Array Digital Infrastructure, Inc. 6.250% Senior Notes due 2069"
UZF,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070"
VACI-U,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
VACI-WS,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
VCV,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VGM,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VKQ,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VLRS,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates"
VLT,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VMO,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VOC,NYSE,0.95,OpenFIGI securityType=Unit; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VPV,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
VRE,NYSE,0.95,"US delisting-staleness audit 2026-06-19: acquired (absent from current NASDAQ Trader master, web+adversarial verified)"
VTN,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
WDI,NYSE,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
WOW,NYSE,0.96,"Yahoo Finance resolves this symbol to another exchange rather than the current exchange, indicating the current listing is stale."
WPAC-R,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
WPAC-UN,NYSE,0.95,"US delisting-staleness audit 2026-06-19: noncommon (absent from current NASDAQ Trader master, web+adversarial verified)"
XFLH-R,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
YCY-U,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
YCY-WS,NYSE,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
YRD,NYSE,0.98,"Official listing name indicates this symbol is an excluded security line, not common equity: Yiren Digital Ltd. American Depositary Shares, each representing two ordinary shares"
ESGA,NYSE ARCA,0.99,Official TMX listed-issuers workbook shows ESGA as a TSX ETF while the current NYSE ARCA core row carries a Canadian ISIN and is a wrong-venue contamination.
ESGB,NYSE ARCA,0.99,Official TMX listed-issuers workbook shows ESGB as a TSX ETF while the current NYSE ARCA core row carries a Canadian ISIN and is a wrong-venue contamination.
EXOD,NYSE ARCA,0.96,"Yahoo Finance resolves this symbol to NYSE American rather than the current exchange, indicating the current listing is stale."
FBT,NYSE ARCA,0.99,Official TMX ETF references show the Canadian FBT product belongs on TSX while the current NYSE ARCA row carries a Canadian ISIN and is wrong-venue contamination.
FDN,NYSE ARCA,0.99,Official TMX ETF references show the Canadian FDN product belongs on TSX while the current NYSE ARCA row carries a Canadian ISIN and is wrong-venue contamination.
FTW,NYSE ARCA,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
PTEST-X,NYSE ARCA,0.99,"No official active exchange reference exists for PTEST-X and the remaining NYSE Arca row is only a code placeholder, so it should not stay in the core dataset."
ARMN,NYSE MKT,0.96,"Uplisted/re-tickered to NYSE:ARIS (Aris Mining, same issuer, ISIN CA04040Y1097); stale old symbol"
ATEST,NYSE MKT,0.99,Official exchange directory marks this symbol as test.
BCV,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
CET,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
CEV,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
COPRD,NYSE MKT,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
CUBT,NYSE MKT,0.96,"Yahoo Finance resolves this symbol to PNK rather than the current exchange, indicating the current listing is stale."
CYBN,NYSE MKT,0.95,Official exchange directory no longer lists this symbol and Yahoo Finance no longer resolves it as an active common stock listing on the current exchange.
DLAPQ,NYSE MKT,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
DMYY,NYSE MKT,0.96,"Yahoo Finance resolves this symbol to PNK rather than the current exchange, indicating the current listing is stale."
ECF,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
ERC,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
EU,NYSE MKT,0.96,"Yahoo Finance resolves this symbol to NasdaqCM rather than the current exchange, indicating the current listing is stale."
FCO,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
FOXO,NYSE MKT,0.96,"Yahoo Finance resolves this symbol to OTC Markets OTCID rather than the current exchange, indicating the current listing is stale."
GLU,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
GRAF,NYSE MKT,0.95,OpenFIGI securityType=Unit; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
GRAF-WS,NYSE MKT,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
GRF,NYSE MKT,0.95,OpenFIGI securityType=Mutual Fund; not common stock (CEF/unit/right/preferred/baby-bond) -> out of Stock scope
GROY-WS,NYSE MKT,0.98,Official US exchange directory does not list this stale non-common or bankruptcy line as an active common equity.
HELP,NYSE MKT,0.96,"Yahoo Finance resolves this symbol to NasdaqGM rather than the current exchange, indicating the current listing is stale."
HWM,NYSE MKT,0.96,"Yahoo Finance resolves this symbol to NYSE rather than the current exchange, indicating the current listing is stale."
